hydrophobicity_PRAM900101.Tr1221,hydrophobicity_PRAM900101.Tr1331,hydrophobicity_PRAM900101.Tr2332,hydrophobicity_ARGP820101.Tr1221,hydrophobicity_ARGP820101.Tr1331,hydrophobicity_ARGP820101.Tr2332,hydrophobicity_ZIMJ680101.Tr1221,hydrophobicity_ZIMJ680101.Tr1331,hydrophobicity_ZIMJ680101.Tr2332,hydrophobicity_PONP930101.Tr1221,hydrophobicity_PONP930101.Tr1331,hydrophobicity_PONP930101.Tr2332,hydrophobicity_CASG920101.Tr1221,hydrophobicity_CASG920101.Tr1331,hydrophobicity_CASG920101.Tr2332,hydrophobicity_ENGD860101.Tr1221,hydrophobicity_ENGD860101.Tr1331,hydrophobicity_ENGD860101.Tr2332,hydrophobicity_FASG890101.Tr1221,hydrophobicity_FASG890101.Tr1331,hydrophobicity_FASG890101.Tr2332,normwaalsvolume.Tr1221,normwaalsvolume.Tr1331,normwaalsvolume.Tr2332,polarity.Tr1221,polarity.Tr1331,polarity.Tr2332,polarizability.Tr1221,polarizability.Tr1331,polarizability.Tr2332,charge.Tr1221,charge.Tr1331,charge.Tr2332,secondarystruct.Tr1221,secondarystruct.Tr1331,secondarystruct.Tr2332,solventaccess.Tr1221,solventaccess.Tr1331,solventaccess.Tr2332,L1
0,0.210526316,0.263157895,0,0.210526316,0.157894737,0,0.315789474,0,0,0.210526316,0.157894737,0.157894737,0.052631579,0.315789474,0.052631579,0.263157895,0.157894737,0.052631579,0.157894737,0.052631579,0.210526316,0.052631579,0.210526316,0.157894737,0.210526316,0,0.210526316,0.052631579,0.210526316,0,0,0.105263158,0.421052632,0.157894737,0.052631579,0.210526316,0.105263158,0,1
0.25,0.15,0.3,0.1,0.2,0.2,0.1,0.35,0.05,0.2,0.3,0.15,0.3,0.1,0.2,0.2,0.2,0.25,0.25,0.25,0.15,0.4,0.15,0.15,0.3,0.15,0.25,0.4,0.05,0.25,0.1,0,0.2,0.3,0.25,0.15,0.3,0.2,0.1,1
0.117647059,0.470588235,0.117647059,0.176470588,0.294117647,0.176470588,0.117647059,0.352941176,0.117647059,0.117647059,0.470588235,0.117647059,0.294117647,0.294117647,0.058823529,0.117647059,0.470588235,0.117647059,0.058823529,0.529411765,0.058823529,0.235294118,0.117647059,0.117647059,0.117647059,0.470588235,0.117647059,0.235294118,0.117647059,0.117647059,0.176470588,0.058823529,0.294117647,0.352941176,0.235294118,0.117647059,0.588235294,0,0,1
0,0,0.5,0.357142857,0.214285714,0.071428571,0.285714286,0.214285714,0.071428571,0,0.142857143,0.357142857,0.571428571,0,0,0,0,0.5,0.071428571,0.071428571,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.071428571,0.285714286,0.285714286,0,0.142857143,0,1
0.363636364,0.181818182,0,0.636363636,0,0.181818182,0.545454545,0,0.181818182,0.090909091,0.181818182,0,0.181818182,0.090909091,0.090909091,0.363636364,0.181818182,0,0.363636364,0.181818182,0.090909091,0.181818182,0.363636364,0.181818182,0,0.181818182,0.363636364,0,0.363636364,0.181818182,0.454545455,0.090909091,0.090909091,0.363636364,0.272727273,0.090909091,0.181818182,0.090909091,0.363636364,1
0.315789474,0.105263158,0.105263158,0.263157895,0.157894737,0.368421053,0.052631579,0.368421053,0.157894737,0.578947368,0.052631579,0.157894737,0.315789474,0.105263158,0.105263158,0.368421053,0.157894737,0.052631579,0.157894737,0.263157895,0.157894737,0,0.421052632,0.210526316,0.052631579,0.157894737,0.473684211,0.157894737,0.263157895,0.368421053,0.263157895,0.052631579,0.157894737,0.157894737,0.473684211,0.052631579,0.210526316,0.315789474,0.210526316,1
0.307692308,0.153846154,0.307692308,0.230769231,0,0.307692308,0.307692308,0.307692308,0,0.230769231,0.076923077,0.384615385,0.461538462,0.076923077,0.230769231,0.153846154,0.153846154,0.307692308,0,0.307692308,0.230769231,0.230769231,0.230769231,0.230769231,0.307692308,0.153846154,0.153846154,0.230769231,0.230769231,0.230769231,0.307692308,0,0,0.307692308,0.230769231,0,0.230769231,0.076923077,0.230769231,1
0.166666667,0.166666667,0.333333333,0,0.166666667,0.333333333,0.25,0.083333333,0.25,0.166666667,0.333333333,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0.166666667,0.333333333,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.333333333,0,0,0.333333333,0,0,0.333333333,0.166666667,0,1
0.210526316,0.263157895,0.263157895,0.263157895,0.105263158,0.105263158,0.421052632,0.105263158,0.105263158,0.315789474,0.368421053,0.157894737,0.368421053,0.105263158,0,0.210526316,0.263157895,0.263157895,0.315789474,0.421052632,0.052631579,0.368421053,0.105263158,0.105263158,0.263157895,0.263157895,0.210526316,0.473684211,0.105263158,0.105263158,0.210526316,0,0.210526316,0.315789474,0.157894737,0.210526316,0.421052632,0.263157895,0.052631579,1
0.214285714,0.428571429,0,0.142857143,0.357142857,0.214285714,0.214285714,0.357142857,0.214285714,0.071428571,0.571428571,0,0.357142857,0.285714286,0,0.071428571,0.428571429,0,0,0.5,0.142857143,0.142857143,0.142857143,0.285714286,0,0.571428571,0.071428571,0.071428571,0.071428571,0.357142857,0.357142857,0.071428571,0.142857143,0.285714286,0.071428571,0.142857143,0.5,0,0.142857143,1
0.315789474,0,0.105263158,0.315789474,0.210526316,0.105263158,0.210526316,0.210526316,0.105263158,0.263157895,0.052631579,0.052631579,0.263157895,0.052631579,0.052631579,0.421052632,0,0,0.263157895,0.052631579,0.263157895,0.105263158,0.421052632,0,0.105263158,0,0.315789474,0.210526316,0.315789474,0.105263158,0.263157895,0.052631579,0.052631579,0,0.421052632,0.210526316,0.157894737,0.263157895,0.157894737,1
0,0,0.263157895,0,0.105263158,0.368421053,0,0.263157895,0.210526316,0,0.105263158,0.157894737,0.052631579,0.052631579,0.210526316,0.052631579,0.052631579,0.210526316,0,0.105263158,0,0.105263158,0.157894737,0.210526316,0.263157895,0,0,0.105263158,0.157894737,0.210526316,0,0,0,0.368421053,0,0.105263158,0,0.210526316,0,1
0.210526316,0.105263158,0.315789474,0.368421053,0.157894737,0.263157895,0.052631579,0.368421053,0.052631579,0.157894737,0.157894737,0.263157895,0.421052632,0,0.105263158,0.210526316,0.105263158,0.315789474,0.157894737,0.157894737,0.263157895,0.315789474,0.315789474,0,0.315789474,0.105263158,0.210526316,0.315789474,0.315789474,0,0.157894737,0.052631579,0.052631579,0.210526316,0.421052632,0.105263158,0.263157895,0.052631579,0.052631579,1
0.071428571,0.285714286,0.285714286,0.214285714,0.214285714,0.357142857,0.142857143,0.357142857,0.214285714,0.071428571,0.428571429,0.142857143,0.214285714,0.285714286,0,0.071428571,0.285714286,0.285714286,0.214285714,0.285714286,0.214285714,0.214285714,0.142857143,0.214285714,0.285714286,0.285714286,0.071428571,0.214285714,0.142857143,0.214285714,0.357142857,0,0,0.357142857,0.214285714,0.214285714,0.357142857,0.285714286,0,1
0.142857143,0.142857143,0.428571429,0.357142857,0.357142857,0.142857143,0.214285714,0.428571429,0.071428571,0.214285714,0.428571429,0.142857143,0.5,0,0,0.142857143,0.214285714,0.357142857,0.142857143,0.142857143,0.357142857,0.357142857,0.214285714,0.071428571,0.428571429,0.142857143,0.142857143,0.428571429,0.214285714,0.071428571,0.071428571,0.071428571,0.214285714,0.214285714,0.142857143,0.214285714,0.071428571,0.428571429,0.214285714,1
0.285714286,0.142857143,0.214285714,0.142857143,0.428571429,0.071428571,0.285714286,0.5,0,0.071428571,0.357142857,0.285714286,0.714285714,0,0,0.285714286,0.142857143,0.214285714,0.142857143,0.428571429,0.285714286,0.285714286,0.357142857,0.071428571,0.357142857,0.285714286,0.142857143,0.285714286,0.357142857,0.071428571,0.285714286,0,0.142857143,0.071428571,0.357142857,0.214285714,0.142857143,0.285714286,0.285714286,1
0.473684211,0.105263158,0,0.368421053,0.157894737,0.263157895,0.263157895,0.421052632,0,0.473684211,0.105263158,0,0.578947368,0,0,0.578947368,0.105263158,0,0.263157895,0.315789474,0.263157895,0.421052632,0.052631579,0.105263158,0,0.105263158,0.473684211,0.526315789,0.052631579,0.105263158,0.052631579,0.105263158,0.526315789,0.210526316,0.421052632,0,0.315789474,0.263157895,0.263157895,1
0.526315789,0,0.105263158,0.210526316,0.315789474,0.210526316,0.105263158,0.421052632,0.105263158,0.263157895,0.052631579,0.052631579,0.315789474,0,0,0.368421053,0.052631579,0.052631579,0.368421053,0.157894737,0.157894737,0.578947368,0.052631579,0.052631579,0.105263158,0,0.526315789,0.421052632,0,0.105263158,0.052631579,0.052631579,0.473684211,0.105263158,0.526315789,0.105263158,0.157894737,0.157894737,0.368421053,1
0,0.090909091,0.272727273,0.363636364,0.181818182,0.181818182,0.272727273,0.272727273,0.090909091,0.272727273,0.272727273,0.090909091,0.636363636,0,0,0.272727273,0.181818182,0.181818182,0.272727273,0.363636364,0.272727273,0.090909091,0.181818182,0.090909091,0.272727273,0.090909091,0,0.363636364,0.090909091,0.181818182,0.090909091,0,0,0.181818182,0.363636364,0.363636364,0.090909091,0.363636364,0,1
0.210526316,0.263157895,0.052631579,0.421052632,0.157894737,0.052631579,0.315789474,0.210526316,0,0.210526316,0.157894737,0.157894737,0.368421053,0.105263158,0,0.210526316,0.263157895,0.052631579,0.052631579,0.421052632,0.052631579,0.315789474,0,0.315789474,0.052631579,0.263157895,0.210526316,0.315789474,0,0.315789474,0.315789474,0,0.263157895,0.210526316,0.157894737,0,0.473684211,0,0,1
0.210526316,0.210526316,0.210526316,0.157894737,0.105263158,0.315789474,0.105263158,0.315789474,0.105263158,0.263157895,0.157894737,0.263157895,0.263157895,0.105263158,0,0.263157895,0.157894737,0.157894737,0.105263158,0.315789474,0.052631579,0.210526316,0.210526316,0.105263158,0.210526316,0.210526316,0.210526316,0.210526316,0.105263158,0.210526316,0.210526316,0.105263158,0.210526316,0.263157895,0.210526316,0.052631579,0.368421053,0.052631579,0.052631579,1
0.217391304,0.043478261,0.304347826,0.260869565,0.086956522,0.217391304,0.260869565,0.217391304,0.086956522,0.260869565,0.130434783,0.217391304,0.347826087,0.043478261,0.217391304,0.347826087,0.130434783,0.217391304,0.086956522,0.260869565,0.130434783,0.260869565,0.260869565,0.086956522,0.304347826,0.043478261,0.217391304,0.304347826,0.260869565,0.086956522,0.260869565,0,0,0.217391304,0.260869565,0.130434783,0.130434783,0.434782609,0.130434783,1
0.333333333,0.388888889,0.055555556,0.333333333,0.166666667,0.166666667,0.166666667,0.277777778,0.055555556,0.333333333,0.277777778,0.166666667,0.555555556,0.055555556,0.055555556,0.277777778,0.444444444,0,0.166666667,0.555555556,0.055555556,0.277777778,0,0.222222222,0,0.444444444,0.277777778,0.277777778,0,0.222222222,0.111111111,0,0.555555556,0.277777778,0.166666667,0.055555556,0.555555556,0.166666667,0.166666667,1
0.315789474,0,0,0.421052632,0.210526316,0.052631579,0.105263158,0.263157895,0,0.368421053,0,0,0.368421053,0,0,0.368421053,0,0,0.157894737,0.157894737,0.210526316,0.210526316,0,0.105263158,0,0,0.315789474,0.263157895,0,0.105263158,0,0.105263158,0.421052632,0.210526316,0.368421053,0.105263158,0.105263158,0.263157895,0.210526316,1
0,0.105263158,0.368421053,0.210526316,0.315789474,0.368421053,0.052631579,0.421052632,0.263157895,0.157894737,0.368421053,0.105263158,0.263157895,0.263157895,0.210526316,0,0.105263158,0.368421053,0.052631579,0.368421053,0.157894737,0.263157895,0.105263158,0.105263158,0.368421053,0.105263158,0,0.263157895,0.105263158,0.105263158,0.105263158,0,0,0.473684211,0.210526316,0.210526316,0.105263158,0.421052632,0,1
0.2,0.15,0.25,0.35,0.15,0.25,0.2,0.25,0.15,0.2,0.35,0.05,0.3,0.25,0.05,0.25,0.2,0.2,0.1,0.35,0.2,0.15,0.3,0.05,0.25,0.15,0.2,0.15,0.3,0.05,0.2,0.05,0.15,0.25,0.25,0.15,0.25,0.3,0.1,1
0.473684211,0.052631579,0.157894737,0.473684211,0.105263158,0.105263158,0.368421053,0.157894737,0.052631579,0.210526316,0.157894737,0.052631579,0.368421053,0,0,0.421052632,0.105263158,0.105263158,0.473684211,0.157894737,0.210526316,0.368421053,0.263157895,0.052631579,0.157894737,0.052631579,0.473684211,0.315789474,0.210526316,0.105263158,0.315789474,0,0.315789474,0.421052632,0.263157895,0.052631579,0.157894737,0.210526316,0.368421053,1
0.230769231,0.153846154,0,0.615384615,0,0.153846154,0.538461538,0,0.153846154,0.230769231,0.153846154,0,0.153846154,0.076923077,0.076923077,0.230769231,0.153846154,0,0.307692308,0.076923077,0.153846154,0.307692308,0.230769231,0.153846154,0,0.153846154,0.230769231,0.153846154,0.230769231,0.153846154,0.153846154,0.230769231,0.230769231,0.230769231,0.384615385,0.230769231,0.307692308,0.076923077,0.076923077,1
0.214285714,0.071428571,0.5,0.285714286,0.214285714,0.214285714,0.357142857,0.357142857,0.071428571,0.214285714,0.285714286,0.285714286,0.357142857,0.142857143,0.142857143,0.214285714,0.071428571,0.5,0.071428571,0.285714286,0.214285714,0.428571429,0.285714286,0.142857143,0.5,0.071428571,0.214285714,0.428571429,0.285714286,0.142857143,0.142857143,0,0.142857143,0.428571429,0.071428571,0,0.214285714,0.285714286,0.071428571,1
0.05,0.15,0.15,0.15,0.3,0.1,0.2,0.3,0.1,0.15,0.3,0.1,0.3,0.05,0.05,0.15,0.15,0.15,0.15,0.2,0.15,0.2,0.1,0.3,0.25,0.15,0.05,0.2,0.1,0.3,0.1,0.1,0.1,0.35,0.2,0.25,0.15,0.3,0.05,1
0.25,0.125,0.4375,0.1875,0.3125,0.0625,0.25,0.3125,0.0625,0.25,0.375,0.1875,0.375,0.125,0.0625,0.3125,0.1875,0.375,0.125,0.25,0.25,0.5,0.25,0,0.375,0.1875,0.3125,0.5,0.1875,0.0625,0.125,0,0.125,0.4375,0.25,0.125,0.25,0.375,0.125,1
0.181818182,0.454545455,0,0.363636364,0.272727273,0.090909091,0.363636364,0.090909091,0.090909091,0.181818182,0.454545455,0,0.181818182,0.454545455,0,0.363636364,0.272727273,0,0,0.636363636,0,0.181818182,0.272727273,0.272727273,0,0.454545455,0.181818182,0.181818182,0.181818182,0.363636364,0.181818182,0.181818182,0.363636364,0.363636364,0.090909091,0.090909091,0.636363636,0,0,1
0.210526316,0.315789474,0.368421053,0.210526316,0.210526316,0.315789474,0.263157895,0.210526316,0.210526316,0.105263158,0.421052632,0.263157895,0.315789474,0.210526316,0.157894737,0.263157895,0.368421053,0.210526316,0.157894737,0.263157895,0.263157895,0.210526316,0.210526316,0.421052632,0.315789474,0.368421053,0.157894737,0.263157895,0.210526316,0.421052632,0.421052632,0,0,0.526315789,0.052631579,0.263157895,0.368421053,0.157894737,0.157894737,1
0.235294118,0.117647059,0.352941176,0.294117647,0.058823529,0.176470588,0.294117647,0.058823529,0.176470588,0.176470588,0.294117647,0.058823529,0.352941176,0.117647059,0.058823529,0.235294118,0.352941176,0.117647059,0.117647059,0.235294118,0.235294118,0.294117647,0.117647059,0.117647059,0.235294118,0.117647059,0.235294118,0.235294118,0.117647059,0.117647059,0.117647059,0,0.235294118,0.235294118,0.117647059,0.235294118,0.176470588,0.411764706,0.176470588,1
0.133333333,0.2,0.266666667,0.066666667,0.466666667,0.2,0.133333333,0.533333333,0.133333333,0.066666667,0.4,0.2,0.066666667,0.4,0.2,0.266666667,0.2,0.266666667,0,0.333333333,0.133333333,0.333333333,0.266666667,0.066666667,0.4,0.2,0.133333333,0.266666667,0.266666667,0.066666667,0.066666667,0,0.133333333,0.4,0.066666667,0.466666667,0.2,0.266666667,0.133333333,1
0,0.210526316,0.263157895,0.105263158,0.210526316,0.315789474,0.052631579,0.421052632,0.210526316,0,0.105263158,0.263157895,0.315789474,0.105263158,0.157894737,0.052631579,0.263157895,0.315789474,0,0.210526316,0.210526316,0.210526316,0,0.421052632,0.157894737,0.210526316,0,0.157894737,0,0.421052632,0.105263158,0,0.105263158,0.315789474,0.157894737,0.052631579,0.157894737,0.157894737,0.052631579,1
0.208333333,0.125,0.291666667,0.291666667,0.125,0.25,0.375,0.208333333,0.083333333,0.291666667,0.208333333,0.208333333,0.416666667,0,0.083333333,0.291666667,0.208333333,0.291666667,0.166666667,0.166666667,0.25,0.25,0.208333333,0.208333333,0.25,0.166666667,0.166666667,0.333333333,0.166666667,0.25,0.208333333,0.041666667,0.041666667,0.333333333,0.166666667,0.083333333,0.208333333,0.291666667,0.125,1
0.368421053,0.052631579,0.368421053,0.263157895,0.157894737,0.263157895,0.052631579,0.263157895,0.052631579,0.368421053,0.157894737,0.263157895,0.368421053,0.052631579,0.263157895,0.421052632,0.105263158,0.210526316,0.157894737,0.210526316,0.210526316,0.368421053,0.105263158,0.105263158,0.263157895,0.157894737,0.368421053,0.368421053,0.105263158,0.105263158,0,0,0.157894737,0.473684211,0.052631579,0.052631579,0.315789474,0.315789474,0.105263158,1
0.285714286,0.142857143,0.428571429,0.428571429,0.214285714,0.214285714,0.357142857,0.357142857,0.071428571,0.071428571,0.428571429,0.142857143,0.357142857,0.214285714,0.071428571,0.285714286,0.142857143,0.428571429,0.071428571,0.5,0.071428571,0.357142857,0.285714286,0.071428571,0.428571429,0.142857143,0.285714286,0.357142857,0.285714286,0.071428571,0.214285714,0,0.214285714,0.285714286,0.214285714,0.285714286,0.214285714,0.357142857,0.214285714,1
0.157894737,0.315789474,0.315789474,0.315789474,0.210526316,0.105263158,0.263157895,0.157894737,0.052631579,0.263157895,0.263157895,0.368421053,0.368421053,0.263157895,0.052631579,0.263157895,0.210526316,0.315789474,0.157894737,0.368421053,0.263157895,0.263157895,0.157894737,0.157894737,0.315789474,0.315789474,0.157894737,0.368421053,0.157894737,0.157894737,0.210526316,0,0.263157895,0.105263158,0.315789474,0.315789474,0.368421053,0.052631579,0.105263158,1
0.421052632,0.157894737,0.105263158,0.157894737,0.210526316,0.263157895,0.157894737,0.421052632,0.052631579,0.210526316,0.157894737,0.105263158,0.052631579,0.105263158,0.052631579,0.105263158,0.157894737,0.105263158,0.526315789,0.052631579,0.105263158,0.263157895,0.315789474,0.105263158,0.105263158,0.157894737,0.421052632,0.157894737,0.105263158,0.315789474,0.263157895,0.052631579,0.315789474,0.157894737,0.473684211,0.105263158,0.263157895,0,0.315789474,1
0.210526316,0.263157895,0.052631579,0.263157895,0.105263158,0.157894737,0.210526316,0.157894737,0.105263158,0.157894737,0.263157895,0.052631579,0.263157895,0.157894737,0.052631579,0.157894737,0.263157895,0.052631579,0.157894737,0.315789474,0.105263158,0.105263158,0.210526316,0.210526316,0.052631579,0.263157895,0.210526316,0.105263158,0.157894737,0.263157895,0.263157895,0.052631579,0.210526316,0.157894737,0.368421053,0.052631579,0.315789474,0,0.157894737,1
0.357142857,0.071428571,0.214285714,0.214285714,0.428571429,0.142857143,0,0.571428571,0,0.285714286,0.214285714,0.214285714,0.214285714,0.071428571,0.071428571,0.214285714,0.071428571,0.214285714,0.214285714,0.071428571,0.214285714,0.428571429,0.071428571,0.285714286,0.214285714,0.214285714,0.214285714,0.428571429,0.071428571,0.285714286,0.142857143,0.071428571,0.142857143,0.142857143,0.357142857,0.285714286,0.214285714,0.071428571,0.214285714,1
0.153846154,0.307692308,0.153846154,0.230769231,0.230769231,0.076923077,0.230769231,0.230769231,0.076923077,0.076923077,0.384615385,0.076923077,0.307692308,0.153846154,0.153846154,0.076923077,0.384615385,0.076923077,0.076923077,0.384615385,0.076923077,0.230769231,0,0.307692308,0.076923077,0.384615385,0.076923077,0.230769231,0,0.307692308,0.076923077,0.076923077,0.230769231,0.384615385,0.153846154,0.076923077,0.307692308,0.153846154,0.153846154,1
0.090909091,0.272727273,0.272727273,0.272727273,0.090909091,0.272727273,0.363636364,0.181818182,0.181818182,0,0.181818182,0.363636364,0.454545455,0.090909091,0.090909091,0.181818182,0.363636364,0.181818182,0,0.363636364,0.181818182,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.090909091,0.272727273,0.272727273,0.272727273,0.181818182,0,0.181818182,0.272727273,0.090909091,0.272727273,0.363636364,0.181818182,0,1
0.117647059,0.411764706,0.235294118,0.235294118,0.294117647,0.117647059,0.176470588,0.352941176,0.058823529,0.235294118,0.529411765,0.117647059,0.235294118,0.411764706,0.058823529,0.117647059,0.529411765,0.117647059,0.117647059,0.411764706,0.235294118,0.529411765,0.117647059,0.117647059,0.176470588,0.470588235,0.176470588,0.352941176,0.058823529,0.176470588,0,0,0.411764706,0.235294118,0.294117647,0.352941176,0.529411765,0.235294118,0,1
0.105263158,0.315789474,0,0.368421053,0,0.210526316,0.421052632,0.105263158,0.105263158,0.157894737,0.210526316,0.105263158,0.315789474,0.105263158,0.105263158,0.105263158,0.315789474,0,0.052631579,0.368421053,0.052631579,0.052631579,0.210526316,0.473684211,0,0.315789474,0.105263158,0.052631579,0.210526316,0.473684211,0.263157895,0.210526316,0.157894737,0.315789474,0.157894737,0,0.315789474,0.105263158,0.105263158,1
0.352941176,0.176470588,0.176470588,0.176470588,0.411764706,0.176470588,0.176470588,0.411764706,0.176470588,0.235294118,0.529411765,0.058823529,0.411764706,0.294117647,0.058823529,0.294117647,0.235294118,0.117647059,0.058823529,0.352941176,0.352941176,0.294117647,0.176470588,0.176470588,0.235294118,0.352941176,0.176470588,0.294117647,0.176470588,0.176470588,0.117647059,0,0.176470588,0.235294118,0.117647059,0.470588235,0.235294118,0.176470588,0.294117647,1
0.142857143,0.333333333,0.142857143,0.19047619,0.285714286,0.19047619,0.142857143,0.333333333,0.142857143,0,0.476190476,0.095238095,0.333333333,0.238095238,0.047619048,0.047619048,0.333333333,0.142857143,0,0.476190476,0.095238095,0.142857143,0.095238095,0.285714286,0.142857143,0.428571429,0.047619048,0.142857143,0.095238095,0.285714286,0.19047619,0,0.238095238,0.285714286,0.047619048,0.19047619,0.285714286,0.095238095,0.19047619,1
